t,Part1,Part2,Part3,Part4,Part5
0.0,900.0,900.0,900.0,840.0,520.0
0.06030150753768844,896.2222540997913,889.0718844815135,896.1899258385566,841.9925752665511,513.7024683297369
0.12060301507537688,893.9869852570712,878.9915571679437,891.1170489153665,843.8340968347319,507.7833501138708
0.18090452261306533,893.3620751310015,870.2043958769118,885.1985798105901,845.5002448698067,502.2088530166335
0.24120603015075376,894.3423992763264,863.0656229488128,878.8501077946994,846.9781684292616,496.9491723935736
0.3015075376884422,896.8552819085072,857.8338408573879,872.4692528695039,848.2659351851854,491.977914832432
0.36180904522613067,900.7680814126487,854.6677587655018,866.4215450748925,849.3716034040835,487.2716337119362
0.4221105527638191,905.8977888344718,853.6261487328876,861.0283077795743,850.3119761704593,482.8094431573256
0.4824120603015075,912.0223100739125,854.6713149310582,856.5568661011323,851.1111060741579,478.57269811308953
0.542713567839196,918.893059588113,857.6762515682096,853.213279740922,851.7986129247524,474.54472568253317
0.6030150753768844,926.2482528266966,862.4353156603004,851.1377558266252,852.4078956171077,470.71059459010104
0.6633165829145728,933.8263132074595,868.6782196027586,850.402965755222,852.974304263033,467.05691643027563
0.7236180904522613,941.3786481071866,876.0867401191498,851.0153569234902,853.5333543864028,463.5716712500573
0.7839195979899497,948.6810912817123,884.3133049920939,852.919408118221,854.1190581526344,460.24405267598917
0.8442211055276382,955.5433758433278,893.0004182839223,856.0046346334898,854.7624428741384,457.0643290842758
0.9045226130653266,961.8161187853343,901.7997032200749,860.1149512821954,855.4903201409192,454.0237181545075
0.964824120603015,967.3950232504202,910.3893696554827,865.0598386596025,856.3243517901516,451.11427313678405
1.0251256281407035,972.2222080363218,918.4890028923953,870.6266208349733,857.2804434770743,448.3287796184312
1.085427135678392,976.2848034882752,925.870813302614,876.5930820892225,858.3684770082103,445.66066210589344
1.1457286432160803,979.6111602787264,932.3668256292787,882.7396354045684,859.5923711523027,443.10390000692666
1.2060301507537687,982.2651616453434,937.8718728129198,888.8603265143192,860.9504419016522,440.65295277294234
1.2663316582914572,984.339213950629,942.3426250636847,894.7720860646368,862.4360167522733,438.3026940095991
1.3266331658291457,985.9465158130441,945.7931970233138,900.3218167803353,864.0382448241683,436.0483543317553
1.3869346733668342,987.2131350914508,948.2880452842544,905.3911203554243,865.7430412384637,433.88547266306756
1.4472361809045227,988.2703937734883,949.9330046901637,909.8986270868055,867.5340980864872,431.80985554162027
1.507537688442211,989.2479135536948,950.8652679491261,913.8000993780684,869.3939016009106,429.81754388970637
1.5678391959798994,990.2675890484535,951.2430391460006,917.086583532777,871.3047011955589,427.90478656593916
1.6281407035175879,991.4386574775688,951.2354748305768,919.7809759047866,873.2493849490163,426.0680199280244
1.6884422110552764,992.8539422830627,951.0133665892068,921.9333995048963,875.2122287467848,424.30385257549324
1.7487437185929648,994.5872882259459,950.7409004382417,923.6157923414013,877.1794962281627,422.6090543997383
1.809045226130653,996.6921512183033,950.5687071351041,924.916083034507,879.1398778188543,420.98054906782875
1.8693467336683416,999.2012686940262,950.6283235751015,925.9322821926198,881.0847666963158,419.4154091066006
1.92964824120603,1002.1273099879504,951.0281183693354,926.7667681701826,883.0083770402692,417.9108528142285
1.9899497487437185,1005.4643779924754,951.8506833576319,927.521009754855,884.9077167599634,416.46424225871596
2.050251256281407,1009.190219182797,953.151638106545,928.2908954477252,886.7824322165159,415.07308177251184
2.1105527638190953,1013.2689824499283,954.9597675347937,929.1628116186006,888.6345455637033,413.7350164109578
2.170854271356784,1017.6543606544828,957.2783728835276,930.2105582043758,890.468107733,412.44782997224956
2.2311557788944723,1022.29293506452,960.0876809482036,931.4931612587164,892.2887920741271,411.20944225557236
2.2914572864321605,1027.1275514197948,963.3481243261324,933.0535915981169,894.1034532201253,410.01790536983987
2.351758793969849,1032.100558518782,967.004277468929,934.9183708510551,895.9196754960773,408.87139898163304
2.4120603015075375,1037.1567599761709,970.989211696312,937.0980040833844,897.7453332307944,407.76822449912885
2.472361809045226,1042.2459507806507,975.2290217825627,939.5881496189689,899.5881830590397,406.7067982594473
2.5326633165829144,1047.3249427877756,979.6472793771791,942.3714051000426,901.455504869161,405.6856438618511
2.5929648241206027,1052.359016843927,984.169184579917,945.4195680897027,903.3538043884824,404.70338383744246
2.6532663316582914,1057.322777932965,988.7252180067231,948.6962132020903,905.2885860526952,403.7587308862021
2.7135678391959797,1062.20042451999,993.2541451755911,952.1594315159413,907.2642003350909,402.8504789162324
2.7738693467336684,1066.98547539614,997.7052349587568,955.7645440907012,909.2837669199304,401.9774941806334
2.8341708542713566,1071.6800389115656,1002.0397076811637,959.466689237763,911.3491667151047,401.13870668802997
2.8944723618090453,1076.2936993924911,1006.231354097856,963.2231242878225,913.4610988886278,400.33310214780823
2.9547738693467336,1080.8421375506114,1010.2664163029157,966.9951655576668,915.6191905685001,399.5597146020993
3.015075376884422,1085.34558658888,1014.1427944915063,970.7496780032213,917.8221493310731,398.81761991351306
3.0753768844221105,1089.8272348055145,1017.8687344555414,974.460108146819,920.0679434644611,398.1059301610321
3.135678391959799,1094.3116635296008,1021.4611103788712,978.1070394389629,922.3539987550686,397.4237890105987
3.1959798994974875,1098.8234021681374,1024.943458170464,981.6783046837445,924.67739880194,396.7703680423462
3.2562814070351758,1103.3856630271384,1028.3438972327065,985.1687017053856,927.035077970217,396.1448639922519
3.316582914572864,1108.0193031132135,1031.6930666680446,988.5793712476152,929.4239976187725,395.5464968381702
3.3768844221105527,1112.7420370099342,1035.0221882497522,991.9169192785362,931.8412983851367,394.9745086112113
3.437185929648241,1117.5679115371368,1038.361342889188,995.1923610858731,934.284423436456,394.42816281147765
3.4974874371859297,1122.5070369096848,1041.7380232759763,998.4199639121291,936.7512099172804,393.90674429778267
3.557788944723618,1127.56555695201,1045.1760065925635,1001.6160642428622,939.2399475757645,393.4095595122763
3.618090452261306,1132.7458254527762,1048.6945607347825,1004.7979265317058,941.7494061984589,392.9359369014081
3.678391959798995,1138.0467596843012,1052.30799051605,1007.9826958609474,944.2788335810387,392.4852274254371
3.738693467336683,1143.4643275242586,1056.0255038574792,1011.1864905150927,946.8279280871222,392.05680504332855
3.798994974874372,1148.9921233229995,1059.851362086773,1014.4236644636185,949.396790738588,391.65006708423437
3.85929648241206,1154.6219907210218,1063.7852720788112,1017.7062578228064,951.9858618862397,391.26443444079075
3.9195979899497484,1160.3446533918982,1067.822961646379,1021.0436314114189,954.5958480686902,390.8993515518955
3.979899497487437,1166.1503206172254,1071.9569064637471,1024.4423015270263,957.2276428758468,390.55428612754423
4.040201005025126,1172.0292309940664,1076.1771215965944,1027.9059378817462,959.8822486082043,390.22872863035366
4.100502512562814,1177.9721174753029,1080.4719846625387,1031.4355152119924,962.5607014589931,389.92219151717154
4.160804020100502,1183.9705754605754,1084.8290324902405,1035.0295850039056,965.264004305143,389.6342082709824
4.221105527638191,1190.0173245756203,1089.2356925402967,1038.68464143517,967.9930695813867,389.3643322517721
4.281407035175879,1196.106372029727,1093.6799211228586,1042.3955404161402,970.7486731371353,389.11213542626257
4.341708542713568,1202.2330634979023,1098.1507136270095,1046.1559575294652,973.5314216844893,388.8772069900368
4.402010050251256,1208.3940520880685,1102.6384825780415,1049.9588341511785,976.3417321682307,388.65915196757976
4.4623115577889445,1214.587187866623,1107.1352974315582,1053.7968021491022,979.1798232205965,388.4575898081391
4.522613065326633,1220.8113503895988,1111.634993107284,1057.6625600207658,982.0457170085014,388.27215303035024
4.582914572864321,1227.0662388075477,1116.13315725351,1061.5491887456144,984.9392501385987,388.10248594067065
4.64321608040201,1233.3521390811825,1120.6270142418755,1065.4503958031444,987.8600915703336,387.9482434569189
4.703517587939698,1239.6696857662082,1125.115227652368,1069.3606827419949,990.807765448198,387.8090900556728
4.763819095477387,1246.0196331722802,1129.5976498921525,1073.2754431757348,993.7816764866637,387.68469884469255
4.824120603015075,1252.402646027339,1134.0750331502034,1077.1909899884038,996.7811366352032,387.57475077202776
4.884422110552763,1258.81912143277,1138.5487303998202,1081.1045229557008,999.80539086483,387.4789339640389
4.944723618090452,1265.2690471058468,1143.020404369874,1085.0140476988925,1002.853640815076,387.39694318328924
5.005025125628141,1271.7518988101708,1147.4917612530314,1088.9182588316348,1005.9250652313239,387.32847939098536
5.065326633165829,1278.2665755822281,1151.9643190533354,1092.8163997715435,1009.0188367234712,387.2732493954298
5.125628140703517,1284.8113755036256,1156.4392228555562,1096.7081078073663,1012.1341340142229,387.23096558034433
5.185929648241205,1291.3840021932992,1160.9171090345835,1100.593262060895,1015.2701500151344,387.20134567763836
5.2462311557788945,1297.9816003228793,1165.398019454528,1104.4718382420583,1018.426095766023,387.1841125803103
5.306532663316583,1304.6008113256482,1169.8813622164098,1108.3437807918506,1021.6012008368112,387.1789941720469
5.366834170854271,1311.2378447975245,1174.3659150603426,1112.208895438924,1024.794710608676,387.18572316562654
5.427135678391959,1317.8885579684397,1178.8498638442031,1116.0667666380753,1028.0058812189357,387.2040369364822
5.487437185929648,1324.5485381908552,1183.330869081243,1119.9167006518403,1031.2339727925926,387.23367734529825
5.547738693467337,1331.2131829767436,1187.8061515827972,1123.7576937780989,1034.478241723846,387.27439054411025
5.608040201005025,1337.8777735233489,1192.2725891913317,1127.5884239532227,1037.7379326516925,387.3259267635987
5.668341708542713,1344.5375395267388,1196.7268168662497,1131.4072611511722,1041.012270675302,387.38804008329487
5.7286432160804015,1351.1877122940264,1201.1653249314263,1135.2122962143346,1044.3004542600104,387.46048818375465
5.788944723618091,1357.823566122312,1205.584547754547,1139.0013799390258,1047.601649285849,387.5430320870865
5.849246231155779,1364.4404482777877,1209.9809414071647,1142.7721704315095,1050.9149843308223,387.6354358892623
5.909547738693467,1371.0337982866324,1214.3510473597769,1146.5221845483736,1054.2395473575825,387.73746648803717
5.969849246231155,1377.5991575471783,1218.6915394014516,1150.248848170803,1057.574383888485,387.8488933211618
6.030150753768844,1384.132171816803,1222.9992587793008,1153.9495485841785,1060.91849647896,387.96948808631004
6.090452261306533,1390.6285889248277,1227.271232605055,1157.6216752555626,1064.2708453051885,388.09902450946134
6.150753768844221,1397.0842506687259,1231.5046775903888,1161.2626570183659,1067.6303501789687,388.23727811354723
6.211055276381909,1403.4950865418398,1235.6970017886738,1164.8699959528362,1070.9958928983738,388.3840259834427
6.271356783919598,1409.857104970861,1239.8457919554717,1168.4412889625912,1074.366320605384,388.5390465775732
6.331658291457286,1416.1663863213448,1243.9487982083604,1171.9742444342105,1077.740449453077,388.7021195518148
6.391959798994975,1422.419078401723,1248.0039160488923,1175.4666919838537,1081.1170685128432,388.87302560621964
6.452261306532663,1428.6113950002061,1252.0091678036165,1178.9165861602896,1084.4949437346127,389.0515463555049
6.5125628140703515,1434.739617518992,1255.9626845022538,1182.322006531006,1087.8728220723817,389.2374642129628
6.57286432160804,1440.8001000116044,1259.8626916275061,1185.6811537829785,1091.2494351294802,389.4305623068495
6.633165829145728,1446.7892766981697,1263.7074972830894,1188.9923444627052,1094.6235027476866,389.6306244086342
6.693467336683417,1452.7036718480404,1267.4954839705385,1192.2540046095835,1097.9937363223642,389.837434879366
6.7537688442211055,1458.5399117406425,1271.225103854702,1195.4646629868132,1101.3588419153702,390.05077863119584
6.814070351758794,1464.294738268893,1274.8948776978862,1198.6229446980708,1104.717523171224,390.27044110429824
6.874371859296482,1469.9650222930416,1278.5033969568087,1201.7275663166683,1108.0684838302434,390.4962082586902
6.93467336683417,1475.5477772142056,1282.0493277953883,1204.7773320238455,1111.4104301688476,390.7278665760095
6.994974874371859,1481.0401719894503,1285.5314167799093,1207.7711310973227,1114.742073280836,390.96520307220874
7.055276381909548,1486.4395432754977,1288.9484976493159,1210.7079367141919,1118.062131257218,391.20800532016295
7.115577889447236,1491.7434066153605,1292.2994988200144,1213.586806073379,1121.369331378414,391.4560614836974
7.175879396984924,1496.949465372336,1295.583450326936,1216.4068816505007,1124.6624121960695,391.70916036083554
7.236180904522612,1502.0556202845708,1298.7994921254067,1219.1673938288327,1127.9401262777953,391.96709145316726
7.296482412060302,1507.0599654128853,1301.94687068022,1221.8676600067697,1131.2012391996366,392.2296449425104
7.35678391959799,1511.9608050155243,1305.024954069966,1224.5070908661423,1134.4445362309882,392.4966118800369
7.417085427135678,1516.756648392572,1308.0332274368286,1227.0851885662464,1137.6688203981994,392.7677841331403
7.477386934673366,1521.4462120529056,1310.9712973014337,1229.6015522394985,1140.8729177327168,393.04295459000684
7.537688442211055,1526.0284200077533,1313.838891214463,1232.0558769002544,1144.0556763569623,393.3219171207418
7.597989949748744,1530.5023986610436,1316.635855042401,1234.4479555918722,1147.2159710819212,393.6044667949398
7.658291457286432,1534.8674781298241,1319.362153934912,1236.777679421864,1150.3527030661176,393.8903998604704
7.71859296482412,1539.1231819007776,1322.0178630006033,1239.0450354832892,1153.4648037395816,394.1795139597098
7.7788944723618085,1543.2692276798414,1324.6031683618985,1241.2501074945578,1156.5512350306974,394.47160813512653
7.839195979899497,1547.3055165771816,1327.1183581812008,1243.3930711184626,1159.6109921359603,394.76648303011046
7.899497487437186,1551.2321312079448,1329.5638210910943,1245.474193811469,1162.6431045252648,395.06394094084135
7.959798994974874,1555.0493247308486,1331.9400368077531,1247.4938282070184,1165.646637833169,395.3637859952822
8.020100502512562,1558.757518495763,1334.2475742334302,1249.4524114443261,1168.6206946915945,395.6658242044183
8.080402010050252,1562.3572894192268,1336.4870825493947,1251.350458209477,1171.5644164045352,395.96986366617136
8.140703517587939,1565.8493677885417,1338.6592892870422,1253.1885596808638,1174.4769835289671,396.2757146067918
8.201005025125628,1569.2346236017963,1340.764990763776,1254.9673750524667,1177.357617165361,396.58318959193184
8.261306532663315,1572.5140657607249,1342.8050513325345,1256.687631268906,1180.205579264262,396.89210354364735
8.321608040201005,1575.6888215864944,1344.7803904008747,1258.350111602496,1183.0201739389893,397.2022740412354
8.381909547738694,1578.7601466114154,1346.6919887184354,1259.9556611170854,1185.8007467765028,397.5135211762312
8.442211055276381,1581.7293998085488,1348.5408730987026,1261.5051723586948,1188.546686000382,397.82566791252066
8.50251256281407,1584.598041947676,1350.328115336218,1262.999584424018,1191.257422604018,398.1385401111425
8.562814070351758,1587.3676308907109,1352.0548296676277,1264.4398807756806,1193.9324302990412,398.4519665884761
8.623115577889447,1590.0398066551265,1353.7221656492886,1265.8270821111998,1196.5712245891777,398.7657792882196
8.683417085427136,1592.616277447478,1355.3312976890832,1267.1622374823473,1199.173364867417,399.079813519783
8.743718592964823,1595.098828092791,1356.8834325710236,1268.44642861387,1201.7384513815518,399.3939077960278
8.804020100502512,1597.489307727677,1358.3798020802058,1269.680763179478,1204.2661256364167,399.70790400533474
8.8643216080402,1599.7896148737987,1359.8216540589963,1270.8663677311333,1206.7560709399559,400.02164760779624
8.924623115577889,1602.0016944935387,1361.2102525785576,1272.0043893143895,1209.2080104540123,400.3349876005208
8.984924623115578,1604.1275286464265,1362.5468719459482,1273.0959880369744,1211.6217077772785,400.6477766818748
9.045226130653266,1606.1691331074508,1363.8327965190847,1274.1423350134803,1213.9969651096942,400.9598712616191
9.105527638190955,1608.1285496598468,1365.0693167520537,1275.1446087329048,1216.3336227604836,401.27113154824144
9.165829145728642,1610.0078371030488,1366.2577234738976,1276.1039912176911,1218.6315585732796,401.58142163734794
9.226130653266331,1611.8090714032492,1367.3993059400784,1277.021668702961,1220.8906869554264,401.8906094588335
9.28643216080402,1613.5343281760897,1368.4953443593456,1277.8988223404072,1223.110957429413,402.198566990238
9.346733668341708,1615.1856916987456,1369.5471192593673,1278.736632918022,1225.292353817097,402.5051701544787
9.407035175879397,1616.7652452987218,1370.5559047476263,1279.536275276976,1227.4348927039455,402.8102988861998
9.467336683417084,1618.275062500739,1371.5229570822062,1280.298913172307,1229.5386235820072,403.11383718451674
9.527638190954773,1619.7172068902848,1372.4495242599057,1281.0257028925994,1231.6036263809222,403.4156731170288
9.587939698492463,1621.093727687955,1373.3368388533358,1281.7177875149,1233.6300103332794,403.7156987480721
9.64824120603015,1622.4066539198113,1374.186115994425,1282.3762957186811,1235.6179157071533,404.013810583479
9.708542713567839,1623.657992630684,1374.9985534879293,1283.00234083268,1237.5675093150467,404.30990915353306
9.768844221105526,1624.8497314377291,1375.7753338158254,1283.5970224875523,1239.4789802167575,404.60389840628153
9.829145728643216,1625.9838253552712,1376.5176153984996,1284.1614190228704,1241.3525471290477,404.8956871267976
9.889447236180905,1627.0622027045276,1377.226538068679,1284.69659206434,1243.1884494954984,405.1851876804239
9.949748743718592,1628.0867611428205,1377.9032203778017,1285.2035839551004,1244.986949728195,405.47231645896926
10.010050251256281,1629.0593627960682,1378.548756808462,1285.6834146556796,1246.7483327930947,405.75699409866746
10.070351758793969,1629.98183883937,1379.164221554873,1286.1370851129382,1248.4729003601917,406.0391446328154
10.130653266331658,1630.855978531032,1379.7506611993374,1286.5655704434826,1250.160977360586,406.3186967608194
10.190954773869347,1631.683533971347,1380.3090978820644,1286.969823201915,1251.8129101004856,406.5955833983511
10.251256281407034,1632.4662218505694,1380.840534217521,1287.3507782399986,1253.4290520614795,406.8697401396984
10.311557788944723,1633.205712800837,1381.3459427272905,1287.709342507172,1255.0097821334982,407.1411076960752
10.37185929648241,1633.9036420032924,1381.8262737109258,1288.046399055095,1256.5554891120323,407.40962992802207
10.4321608040201,1634.561608736357,1382.2824551287922,1288.362807372511,1258.0665721399487,407.67525389132356
10.492462311557789,1635.181169386657,1382.7153885589594,1288.6594029681237,1259.5434470974976,407.93793073795985
10.552763819095476,1635.7638351236455,1383.1259503818278,1288.9370017909487,1260.9865380239905,408.1976149759647
10.613065326633166,1636.3110771364095,1383.5149923945244,1289.1963960365435,1262.3962826562406,408.45426480477994
10.673366834170853,1636.8243276749342,1383.8833446244882,1289.438352691986,1263.7731259671295,408.7078417044833
10.733668341708542,1637.304979084012,1384.231814270267,1289.663614527839,1265.117521801655,408.95831054171543
10.793969849246231,1637.7543820521992,1384.5611831175074,1289.87290178432,1266.429933258243,409.20563955766215
10.854271356783919,1638.1738440410898,1384.872204919191,1290.066913391259,1267.7108277969273,409.44979997098727
10.914572864321608,1638.564632091089,1385.1656098549786,1290.2463249218615,1268.9606818023187,409.6907663700418
10.974874371859295,1638.9279774932916,1385.442111518367,1290.4117909126483,1270.1799742805335,409.9285161817329
11.035175879396984,1639.2650728865399,1385.702402532686,1290.5639439765687,1271.3691894294748,410.16302988686664
11.095477386934673,1639.5770713371144,1385.947150715318,1290.7033942646367,1272.5288160955165,410.3942909090421
11.15577889447236,1639.8650875862315,1386.1769974650342,1290.8307295329744,1273.659344600588,410.6222852549872
11.21608040201005,1640.130197737862,1386.3925626907067,1290.9465159432957,1274.7612700318957,410.84700192509615
11.276381909547737,1640.3734438322347,1386.594452638511,1291.0513050022328,1275.835087056503,411.0684323621959
11.336683417085426,1640.595832759723,1386.7832554226977,1291.1456298985665,1276.8812910837528,411.28657053800845
11.396984924623116,1640.798335921073,1386.9595316861585,1291.2299973152399,1277.900379284964,411.50141293182617
11.457286432160803,1640.981889913638,1387.1238237332475,1291.3048970231712,1278.8928488559384,411.7129584245317
11.517587939698492,1641.1473972884214,1387.2766578854669,1291.3708052715897,1279.8591958769762,411.92120815562805
11.577889447236181,1641.2957296229401,1387.4185414553092,1291.4281769570707,1280.7999155577468,412.1261654743027
11.638190954773869,1641.4277290594468,1387.5499646652659,1291.4774489148747,1281.7155019021375,412.3278357664289
11.698492462311558,1641.5441978208394,1387.6713954876323,1291.5190407926907,1282.6064463596922,412.5262268857081
11.758793969849245,1641.6459167284913,1387.7832901690806,1291.5533596550963,1283.4732386240428,412.7213481256277
11.819095477386934,1641.7336359724395,1387.886088253584,1291.5807942480258,1284.3163653778076,412.91321082656185
11.879396984924623,1641.8080743327964,1387.9802106381667,1291.6017174531044,1285.136310120424,413.1018282376691
11.93969849246231,1641.869926487,1388.0660649808067,1291.6164891503624,1285.9335532590953,413.287215112154
12.0,1641.919858688194,1388.1440433754262,1291.6254538090457,1286.7085713286313,413.4693879675538
